Trip date,Location,SiteNo,Right observer,Left observer,Direction,Number_Ind,Length,Species,Family,Order
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,2,4,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,14,Acanthurus nigrofuscus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,2,8,Acanthurus nigrofuscus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,3,4,Acanthurus nigrofuscus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,2,10,Amblyglyphidodon leucogaster,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,40,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,16,Cephalopholis miniata,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,4,Gomphosus caeruleus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,4,4,Pomacentrus trichourus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,2,6,Pomacentrus trichourus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pomacentrus trichourus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,3,3,Pomacentrus trichourus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,4,Ecsenius gravieri,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,12,15,Mugilidae spp.,Mugilidae,Mugiliformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,6,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,30,Scaridae spp.,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,2,30,Chaetodon fasciatus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,6,15,Zebrasoma xanthurum,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,20,Zebrasoma xanthurum,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,3,20,Abudefduf spp.,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,16,10,Pomacentrus trichourus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,15,Pomacentrus trichourus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,20,Pomacentrus trichourus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,30,Acanthurus nigrofuscus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,15,Acanthurus nigrofuscus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,10,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,20,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,2,5,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,50,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,2,8,Pomacentrus sulfureus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,2,10,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,15,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,3,3,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,2,10,Amblyglyphidodon leucogaster,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,2,20,Chaetodon auriga,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Right,1,5,Gomphosus caeruleus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,2,12,Abudefduf spp.,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,2,15,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,1,12,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,2,10,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,1,15,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,2,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,1,12,Acanthurus nigrofuscus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,1,15,Acanthurus nigrofuscus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,8,6,Pomacentrus trichourus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,2,10,Synodontidae spp.,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,1,10,Dascyllus trimaculatus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,3,15,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,1,12,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Left,18,3,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,3,15,Abudefduf spp.,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,2,10,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,2,7,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,1,20,Acanthurus nigrofuscus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,1,15,Acanthurus nigrofuscus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,1,20,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,2,15,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,1,10,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,8,7,Pomacentrus trichourus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,2,10,Pomacentrus trichourus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,1,10,Dascyllus trimaculatus,,
26/09/2017,Katza,10,Noam Sommerfeld,Tal Gavriely,Right,1,15,Dascyllus trimaculatus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,48,Scaridae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,37,Scaridae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,30,Scaridae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,28,Scaridae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,8,Scaridae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,38,Pomacanthus imperator,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,16,Thalassoma lunare,Labridae ,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,18,Thalassoma lunare,Labridae ,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,16,Gomphosus caeruleus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,38,Cephalopholis miniata,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,32,Cephalopholis miniata,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,20,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,19,Acanthurus nigrofuscus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,16,Acanthurus nigrofuscus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,22,Zebrasoma xanthurum,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,14,Zebrasoma xanthurum,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,3,16,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,4,Ecsenius gravieri,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,5,Meiacanthus nigrolineatus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,16,Synodontidae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,14,7,Pomacentrus trichourus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,8,Syngnathidae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,60,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,6,4,Pseudanthias spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,15,4,Neopomacentrus miryae,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,6,8,Dascyllus marginatus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,2,10,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,8,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,10,Anampses spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Left,1,9,Pseudochromis olivaceus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,50,Scaridae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,20,Scaridae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,35,Scaridae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,6,8,Dascyllus trimaculatus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,12,Dascyllus trimaculatus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,10,Anampses spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,35,Cephalopholis miniata,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,30,Cephalopholis miniata,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,12,Zebrasoma veliferum,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,10,6,Pomacentrus trichourus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,4,8,Pomacentrus trichourus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,2,6,Meiacanthus nigrolineatus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,4,Pseudanthias spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,6,Pseudanthias spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,20,Gomphosus caeruleus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,2,20,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,15,Acanthurus nigrofuscus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,35,Pomacanthus imperator,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,12,Zebrasoma xanthurum,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,2,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,15,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,4,6,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,12,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,8,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,100,6,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,20,4,Dascyllus marginatus,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,10,Synodontidae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,12,Synodontidae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,15,Syngnathidae spp.,,
26/09/2017,Katza,11,Shahar Malamud,Renanel Pickholtz,Right,1,12,Syngnathidae spp.,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,8,Amphiprion bicinctus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,25,Acanthurus nigrofuscus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,12,Acanthurus nigrofuscus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,6,12,Dascyllus marginatus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,5,Anampses spp.,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,6,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,7,5,Pomacentrus trichourus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,4,7,Pomacentrus trichourus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,3,10,Dascyllus trimaculatus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,14,Neoglyphidodon melas,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,16,Zebrasoma xanthurum,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,2,Pseudanthias spp.,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,2,3,Pseudocheilinus hexataenia,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,4,Pseudocheilinus hexataenia,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,14,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,6,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,34,Cephalopholis miniata,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,12,Cheilinus trilobatus,Labridae,Perciformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Left,1,5,Larabicus quadrilineatus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,4,6,Pomacentrus trichourus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,3,4,Pomacentrus trichourus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,8,Pomacentrus trichourus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,3,8,Pomacentrus trichourus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,6,Pomacentrus trichourus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,3,12,Acanthurus nigrofuscus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,15,Anampses spp.,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,6,Labroides dimidiatus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,8,Amphiprion bicinctus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,6,Amphiprion bicinctus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,4,10,Dascyllus marginatus,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,15,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,6,4,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,6,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,3,4,Pseudocheilinus hexataenia,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,6,Pseudocheilinus hexataenia,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,4,Pseudanthias spp.,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,2,Pseudanthias spp.,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,60,Cheilinus trilobatus,Labridae,Perciformes
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,15,Zebrasoma xanthurum,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,2,6,Bodianus anthioides,,
26/09/2017,Katza,12,Shahar Malamud,Renanel Pickholtz,Right,1,6,Pseudochromis olivaceus,,
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Left,5,7,Pomacentrus trichourus,,
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Left,2,4,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Left,1,16,Cheilinus trilobatus,Labridae,Perciformes
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Left,3,18,Acanthurus nigrofuscus,,
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Left,1,34,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Right,2,4,Pomacentrus trichourus,,
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Right,4,12,Acanthurus nigrofuscus,,
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Right,1,35,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Right,1,6,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Right,1,3,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Right,2,4,Dascyllus marginatus,,
26/09/2017,Katza,14,Shahar Malamud,Renanel Pickholtz,Right,1,15,Cephalopholis miniata,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,2,17,Chaetodon paucifasciatus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,1,14,Chaetodon paucifasciatus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,1,16,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,1,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,1,27,Acanthurus nigrofuscus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,1,25,Zebrasoma xanthurum,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,1,14,Dascyllus trimaculatus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,2,12,Pseudanthias spp.,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,12,8,Pseudanthias spp.,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,4,5,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,2,5,Pomacentrus trichourus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,1,3,Neopomacentrus miryae,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,9,3,Neopomacentrus miryae,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,4,4,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,1,3,Pseudochromis fridmani,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,1,28,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Left,12,2,Labrid spp. ,Labridae,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,20,Zebrasoma xanthurum,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,25,Zebrasoma xanthurum,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,16,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,10,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,2,14,Chaetodon paucifasciatus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,2,4,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,6,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,4,Pomacentrus trichourus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,6,Pomacentrus trichourus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,2,12,Pseudanthias spp.,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,6,3,Pseudanthias spp.,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,14,8,Pseudanthias spp.,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,6,4,Pseudanthias spp.,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,10,Dascyllus trimaculatus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,8,3,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,25,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,18,Acanthurus nigrofuscus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,20,3,Neopomacentrus miryae,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,8,Pseudochromis olivaceus,,
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,1,18,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,2,10,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,15,Shahar Malamud,Renanel Pickholtz,Right,4,4,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,22,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,16,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,5,14,Dascyllus trimaculatus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,2,10,Dascyllus trimaculatus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,2,14,Zebrasoma xanthurum,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,10,Amphiprion bicinctus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,6,6,Pomacentrus trichourus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pomacentrus trichourus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,6,6,Pomacentrus trichourus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,2,Pomacentrus trichourus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,8,Abudefduf spp.,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,10,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,7,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,10,Acanthurus nigrofuscus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,6,Bodianus axillaris,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,5,8,Pseudanthias squamipinnis,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,16,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,7,Pseudochromis olivaceus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,6,Pseudochromis olivaceus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,20,2,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,1,6,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Left,2,6,Neopomacentrus miryae,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,2,20,Zebrasoma xanthurum,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,15,Amphiprion bicinctus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,4,10,Dascyllus trimaculatus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,1,15,Dascyllus trimaculatus,,
26/09/2017,Katza,16,Noam Sommerfeld,Tal Gavriely,Right,2,5,Dascyllus trimaculatus,,
